algorithm,file,iteration,tempo,memoria
greedy,input_10000_1.txt,1,0.011146306991577148,1
greedy,input_10000_1.txt,2,0.009865760803222656,1
greedy,input_10000_1.txt,3,0.009716510772705078,1
greedy,input_10000_1.txt,4,0.009814739227294922,1
greedy,input_10000_1.txt,5,0.009399652481079102,1
greedy,input_10000_1.txt,6,0.009290933609008789,1
greedy,input_10000_1.txt,7,0.009261846542358398,1
greedy,input_10000_1.txt,8,0.010185956954956055,1
greedy,input_10000_1.txt,9,0.00957345962524414,1
greedy,input_10000_1.txt,10,0.009387969970703125,1
greedy,input_10000_5.txt,1,0.009261846542358398,11
greedy,input_10000_5.txt,2,0.009523153305053711,11
greedy,input_10000_5.txt,3,0.009776592254638672,11
greedy,input_10000_5.txt,4,0.009855985641479492,11
greedy,input_10000_5.txt,5,0.010141134262084961,11
greedy,input_10000_5.txt,6,0.009836673736572266,11
greedy,input_10000_5.txt,7,0.009192228317260742,11
greedy,input_10000_5.txt,8,0.009304046630859375,11
greedy,input_10000_5.txt,9,0.010057926177978516,11
greedy,input_10000_5.txt,10,0.009608983993530273,11
greedy,input_10000_10.txt,1,0.010089874267578125,24
greedy,input_10000_10.txt,2,0.010969877243041992,24
greedy,input_10000_10.txt,3,0.010512590408325195,24
greedy,input_10000_10.txt,4,0.010606050491333008,24
greedy,input_10000_10.txt,5,0.009824991226196289,24
greedy,input_10000_10.txt,6,0.009454965591430664,24
greedy,input_10000_10.txt,7,0.009495973587036133,24
greedy,input_10000_10.txt,8,0.009593963623046875,24
greedy,input_10000_10.txt,9,0.009542465209960938,24
greedy,input_10000_10.txt,10,0.009805917739868164,24
greedy,input_10000_25.txt,1,0.011514902114868164,24
greedy,input_10000_25.txt,2,0.00985860824584961,24
greedy,input_10000_25.txt,3,0.011133193969726562,24
greedy,input_10000_25.txt,4,0.011154651641845703,24
greedy,input_10000_25.txt,5,0.010860681533813477,24
greedy,input_10000_25.txt,6,0.00983285903930664,24
greedy,input_10000_25.txt,7,0.01018214225769043,24
greedy,input_10000_25.txt,8,0.010119199752807617,24
greedy,input_10000_25.txt,9,0.01033639907836914,24
greedy,input_10000_25.txt,10,0.010416269302368164,24
greedy,input_10000_50.txt,1,0.010467290878295898,24
greedy,input_10000_50.txt,2,0.00999140739440918,24
greedy,input_10000_50.txt,3,0.010153770446777344,24
greedy,input_10000_50.txt,4,0.010617971420288086,24
greedy,input_10000_50.txt,5,0.010246515274047852,24
greedy,input_10000_50.txt,6,0.009922504425048828,24
greedy,input_10000_50.txt,7,0.010046243667602539,24
greedy,input_10000_50.txt,8,0.012085676193237305,24
greedy,input_10000_50.txt,9,0.010192632675170898,24
greedy,input_10000_50.txt,10,0.010161161422729492,24
