algorithm,file,iteration,tempo,memoria
greedy,input_10000_100.txt,1,0.010096073150634766,24
greedy,input_10000_100.txt,2,0.010670900344848633,24
greedy,input_10000_100.txt,3,0.010324954986572266,24
greedy,input_10000_100.txt,4,0.010222673416137695,24
greedy,input_10000_100.txt,5,0.01074361801147461,24
greedy,input_10000_100.txt,6,0.009953022003173828,24
greedy,input_10000_100.txt,7,0.010048866271972656,24
greedy,input_10000_100.txt,8,0.009970903396606445,24
greedy,input_10000_100.txt,9,0.010169267654418945,24
greedy,input_10000_100.txt,10,0.011040210723876953,24
randomization,input_10000_1.txt,1,0.009850263595581055,1
randomization,input_10000_1.txt,2,0.010189533233642578,1
randomization,input_10000_1.txt,3,0.010350465774536133,1
randomization,input_10000_1.txt,4,0.010509490966796875,1
randomization,input_10000_1.txt,5,0.009616613388061523,1
randomization,input_10000_1.txt,6,0.009883403778076172,1
randomization,input_10000_1.txt,7,0.010094165802001953,1
randomization,input_10000_1.txt,8,0.009984016418457031,1
randomization,input_10000_1.txt,9,0.009895563125610352,1
randomization,input_10000_1.txt,10,0.00994110107421875,1
randomization,input_10000_5.txt,1,0.010318756103515625,11
randomization,input_10000_5.txt,2,0.010816812515258789,11
randomization,input_10000_5.txt,3,0.009766578674316406,11
randomization,input_10000_5.txt,4,0.009696006774902344,11
randomization,input_10000_5.txt,5,0.01006174087524414,11
randomization,input_10000_5.txt,6,0.009731054306030273,11
randomization,input_10000_5.txt,7,0.010526657104492188,11
randomization,input_10000_5.txt,8,0.016463279724121094,11
randomization,input_10000_5.txt,9,0.0407257080078125,11
randomization,input_10000_5.txt,10,0.01278829574584961,11
randomization,input_10000_10.txt,1,0.018450498580932617,54
randomization,input_10000_10.txt,2,0.011517763137817383,54
randomization,input_10000_10.txt,3,0.011873960494995117,54
randomization,input_10000_10.txt,4,0.010998725891113281,54
randomization,input_10000_10.txt,5,0.01220083236694336,54
randomization,input_10000_10.txt,6,0.011461496353149414,54
randomization,input_10000_10.txt,7,0.01086282730102539,54
randomization,input_10000_10.txt,8,0.011740684509277344,54
randomization,input_10000_10.txt,9,0.011498451232910156,54
randomization,input_10000_10.txt,10,0.010984659194946289,54
randomization,input_10000_25.txt,1,0.011850833892822266,291
randomization,input_10000_25.txt,2,0.011518239974975586,291
randomization,input_10000_25.txt,3,0.01196908950805664,291
randomization,input_10000_25.txt,4,0.011425971984863281,291
randomization,input_10000_25.txt,5,0.011832475662231445,291
randomization,input_10000_25.txt,6,0.011891365051269531,291
randomization,input_10000_25.txt,7,0.013090133666992188,291
randomization,input_10000_25.txt,8,0.011610269546508789,291
randomization,input_10000_25.txt,9,0.011594533920288086,291
randomization,input_10000_25.txt,10,0.01273345947265625,291
randomization,input_10000_50.txt,1,0.012483358383178711,1042
randomization,input_10000_50.txt,2,0.013913154602050781,1042
randomization,input_10000_50.txt,3,0.01156163215637207,1042
randomization,input_10000_50.txt,4,0.012139320373535156,1042
randomization,input_10000_50.txt,5,0.012509584426879883,1042
randomization,input_10000_50.txt,6,0.011754035949707031,1042
randomization,input_10000_50.txt,7,0.011614084243774414,1042
randomization,input_10000_50.txt,8,0.011655092239379883,1042
randomization,input_10000_50.txt,9,0.011887311935424805,1042
randomization,input_10000_50.txt,10,0.011592626571655273,1042
randomization,input_10000_100.txt,1,0.014131307601928711,2007
randomization,input_10000_100.txt,2,0.01343536376953125,2007
randomization,input_10000_100.txt,3,0.013657331466674805,2007
randomization,input_10000_100.txt,4,0.013732194900512695,2007
randomization,input_10000_100.txt,5,0.013412237167358398,2007
randomization,input_10000_100.txt,6,0.013605117797851562,2007
randomization,input_10000_100.txt,7,0.013880491256713867,2007
randomization,input_10000_100.txt,8,0.013064861297607422,2007
randomization,input_10000_100.txt,9,0.01518559455871582,2007
randomization,input_10000_100.txt,10,0.014830350875854492,2007
